State,Year,Data.Rates.Violent.All,Data.Rates.Property.All,Data.Totals.Violent.All,Data.Totals.Property.All,Data.Population,gdp,Consumption,share_pretax_income_p90p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,unemployment_rate,imm_population,refugees_total,nonimm_total,lpr_total,spending_corrections,spending_education,spending_welfare,spending_health,spending_police,wic_2015,nslp_2015,sbp_2015
Utah,2018,233.1,2377.5,7368,75156,3161105,186805.7,36272,0.4327,19,1,6,4,2.9166666666666665,3153550,320,258450,5720,588254,10555744,4054324,828881,810722,58,334,76
Vermont,1998,106.3,3032.8,628,17924,591000,16197.7,22528,0.4086,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,1999,113.9,2704.7,676,16059,593740,17314.8,23938,0.4058,NA,NA,NA,NA,3.066666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2000,113.5,2873.4,691,17494,608827,18492.9,25541,0.4164,NA,NA,NA,NA,2.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2001,105.1,2664.7,644,16334,612978,19467.1,26934,0.3891,NA,NA,NA,NA,3.216666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2002,106.7,2424,658,14942,616408,20383.5,28064,0.3944,NA,NA,NA,NA,3.9416666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2003,114.2,2228.7,707,13803,619343,21398.5,29590,0.3818,NA,NA,NA,NA,4.341666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2004,114.8,2343.6,713,14559,621233,22986.3,31301,0.3923,NA,NA,NA,NA,3.6416666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2005,126,2370,782,14749,622387,23763,33059,0.4186,NA,NA,NA,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2006,145.1,2391.4,905,14920,623908,24507.1,34444,0.4432,NA,NA,NA,NA,3.683333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2007,129.1,2366.5,802,14702,621254,25025.2,35819,0.4456,NA,NA,NA,NA,3.8833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2008,137.5,2559.8,854,15903,621270,26140.4,36976,0.4157,NA,NA,NA,NA,4.483333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2009,134.6,2414.1,837,15010,621760,26220,36954,0.3983,NA,NA,NA,NA,6.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2010,131,2262.3,820,14160,625909,27478.3,38120,0.3959,NA,NA,NA,NA,6.208333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2011,147.6,2407.6,925,15086,626592,28558.5,39855,0.4133,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2012,142.6,2398.7,893,15016,626011,29325.6,40769,0.4172,NA,NA,NA,NA,4.783333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,49,22
Vermont,2013,121.1,2214.2,759,13875,626630,29477.6,41460,0.4067,NA,NA,NA,NA,4.416666666666667,626210,320,65970,840,NA,NA,NA,NA,NA,13,49,22
Vermont,2014,99.3,1524.4,622,9551,626562,30359.4,42772,0.4227,NA,NA,NA,NA,3.908333333333333,625214,320,57280,790,NA,NA,NA,NA,NA,13,49,22
Vermont,2015,118,1406.6,739,8806,626042,31152.4,43233,0.4153,1,0,1,1,3.475,625216,310,55020,790,NA,NA,NA,NA,NA,13,49,22
Vermont,2016,158.3,1697.4,989,10602,624594,31840.2,43651,0.4194,2,1,0,2,3.125,623657,390,53970,890,NA,NA,NA,NA,NA,13,49,22
Vermont,2017,165.8,1436.7,1034,8960,623657,32589.2,44889,0.4349,1,0,0,0,2.95,624344,240,58250,790,141148,2759247,1826182,377241,193719,13,49,22
Vermont,2018,172,1283.1,1077,8036,626299,33482.6,47254,0.4258,2,0,1,0,2.5,624358,130,61690,820,142473,2834909,1805787,397854,206140,13,49,22
Virginia,1998,325.7,3334.7,22115,226461,6791000,232569.9,21809,0.4152,NA,NA,NA,NA,2.8249999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,1999,314.7,3059.3,21626,210260,6872912,250171.3,23245,0.4229,NA,NA,NA,NA,2.6750000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2000,281.7,2746.4,19943,194405,7078515,268608.7,24772,0.4199,NA,NA,NA,NA,2.2916666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2001,291,2883.3,20939,207506,7196750,285663.4,25688,0.4001,NA,NA,NA,NA,3.1666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2002,291.7,2851.1,21256,207783,7287829,294929.1,26744,0.3986,NA,NA,NA,NA,4.191666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2003,278.2,2721.5,20490,200449,7365284,311093.1,28112,0.4015,NA,NA,NA,NA,4.108333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2004,275.5,2678.2,20608,200368,7481332,331815.8,29888,0.415,NA,NA,NA,NA,3.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2005,283,2649,21434,200404,7564327,357427,31765,0.4272,NA,NA,NA,NA,3.4916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2006,283.7,2489.3,21683,190257,7642884,376429.4,33267,0.4377,NA,NA,NA,NA,3.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2007,272.8,2486.5,21035,191763,7712091,391595.5,34647,0.4234,NA,NA,NA,NA,3.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2008,257.8,2532.2,20031,196726,7769089,402157.8,35537,0.4171,NA,NA,NA,NA,4.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2009,230.8,2461.4,18195,194020,7882590,409935.3,34817,0.4096,NA,NA,NA,NA,6.766666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2010,214.2,2335.5,17184,187403,8023953,425490.8,35834,0.4267,NA,NA,NA,NA,6.808333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2011,197.6,2256.8,16014,182902,8104384,433683.7,36759,0.4271,NA,NA,NA,NA,6.283333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2012,190.1,2162.1,15564,176985,8185867,445008.5,37420,0.4341,NA,NA,NA,NA,5.816666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,702,284
Virginia,2013,196.2,2065.9,16205,170654,8260405,456911.6,37932,0.4364,NA,NA,NA,NA,5.5249999999999995,8252427,1470,471690,27860,NA,NA,NA,NA,NA,139,702,284
Virginia,2014,196.2,1930.3,16340,160720,8326289,465601.7,38804,0.4364,NA,NA,NA,NA,5.066666666666666,8310993,1310,506690,28480,NA,NA,NA,NA,NA,139,702,284
Virginia,2015,195.6,1866.5,16399,156470,8382993,485540.9,39386,0.4366,17,3,11,4,4.375,8361808,1310,546390,27620,NA,NA,NA,NA,NA,139,702,284
Virginia,2016,217.6,1859.4,18302,156412,8411808,499032.4,40161,0.4441,17,1,9,5,4,8410106,1470,569840,29240,NA,NA,NA,NA,NA,139,702,284
Virginia,2017,208.2,1792.9,17632,151855,8470020,515167.2,41090,0.4497,23,1,14,0,3.625,8463587,1040,585220,29470,2691917,26755829,12062414,2634686,2499732,139,702,284
Virginia,2018,200,1665.8,17032,141885,8517685,537158.3,42642,0.4505,18,3,10,2,3,8501286,430,585380,27430,2755107,27147019,12693056,2626013,2568104,139,702,284
Washington,1998,428.5,5438.9,24380,309419,5689000,209222.5,22788,0.4624,NA,NA,NA,NA,4.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,1999,377.3,4878,21716,280793,5756361,229678.9,24191,0.5161,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2000,369.7,4736,21788,279144,5894121,237594,25767,0.4931,NA,NA,NA,NA,5.058333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2001,354.7,4792.5,21258,287234,5993390,237978.2,26227,0.4299,NA,NA,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2002,345.5,4762.9,20964,288967,6067060,245629.8,26895,0.4241,NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2003,346.9,4755,21272,291542,6131298,254720.2,28174,0.427,NA,NA,NA,NA,7.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2004,343.6,4846.7,21330,300837,6207046,267423.9,29696,0.4346,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2005,346,4890,21745,307661,6291899,293402,31270,0.4534,NA,NA,NA,NA,5.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2006,348.7,4510.1,22303,288456,6395798,314190.8,32914,0.4676,NA,NA,NA,NA,4.991666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2007,336.5,4047,21768,261776,6468424,341712.3,34389,0.4758,NA,NA,NA,NA,4.608333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2008,334.2,3806.3,21888,249283,6549224,352460.7,35397,0.4368,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2009,336.3,3679.6,22412,245215,6664195,349945.4,34437,0.4286,NA,NA,NA,NA,9.041666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2010,313.5,3699.1,21138,249426,6742950,363544.2,35123,0.4442,NA,NA,NA,NA,9.991666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2011,295.3,3579.1,20152,244209,6823267,377518.8,36275,0.457,NA,NA,NA,NA,9.433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2012,295.6,3658.6,20386,252333,6897012,398358.5,37189,0.4775,NA,NA,NA,NA,8.441666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,521,189
Washington,2013,289.1,3710.3,20153,258662,6971406,416924.1,38212,0.4493,NA,NA,NA,NA,6.625,6963985,2410,1415060,22990,NA,NA,NA,NA,NA,176,521,189
Washington,2014,285.2,3706.1,20136,261706,7061530,439851.2,39577,0.4659,NA,NA,NA,NA,5.933333333333334,7054655,2480,1141460,22710,NA,NA,NA,NA,NA,176,521,189
Washington,2015,284.4,3463.8,20394,248369,7170351,467590.6,40650,0.4642,16,3,10,0,5.441666666666666,7163657,2620,1174100,24770,NA,NA,NA,NA,NA,176,521,189
Washington,2016,302.2,3494.1,22023,254653,7288000,489790.2,41933,0.4853,26,0,12,2,5.191666666666666,7294771,3230,1225590,27300,NA,NA,NA,NA,NA,176,521,189
Washington,2017,304.5,3173.6,22548,235027,7405743,527169.4,43732,0.4906,38,0,19,5,4.6499999999999995,7423362,2920,1364520,27360,1731536,24596442,12388667,4060957,2056132,176,521,189
Washington,2018,311.5,2946.2,23472,222011,7535591,570337.8,45818,0.4954,23,1,13,1,4.4,7523869,1540,1508850,26030,1775564,26798855,12979557,3956770,2245330,176,521,189
West Virginia,1998,248.6,2298.6,4503,41627,1811000,40258.9,17355,0.4224,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,1999,350.7,2370,6336,42825,1806928,41942.2,18325,0.4164,NA,NA,NA,NA,6.441666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2000,316.5,2286.3,5723,41344,1808344,42620.7,19401,0.408,NA,NA,NA,NA,5.558333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2001,279.6,2281.3,5035,41085,1800975,44105.1,20210,0.4131,NA,NA,NA,NA,5.283333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2002,233.9,2277.1,4221,41099,1804884,45627.4,21000,0.4117,NA,NA,NA,NA,6.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2003,255.4,2339,4627,42370,1811440,47230.4,21847,0.4216,NA,NA,NA,NA,6.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2004,281.9,2555.8,5110,46326,1812548,49865.9,23097,0.4231,NA,NA,NA,NA,5.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2005,274,2633,4968,47757,1814083,53814.3,24258,0.4286,NA,NA,NA,NA,5.041666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2006,281.2,2636.3,5113,47941,1818470,57204.1,25238,0.4205,NA,NA,NA,NA,4.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2007,276.8,2517.6,5016,45620,1812035,59480.4,26240,0.4292,NA,NA,NA,NA,4.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2008,275.9,2533.6,5006,45971,1814468,62978.7,27267,0.4394,NA,NA,NA,NA,4.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2009,305.2,2539.6,5554,46215,1819777,64040.1,27627,0.4537,NA,NA,NA,NA,7.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2010,301.2,2227.2,5586,41301,1854368,66160.4,28720,0.4396,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2011,296.3,2103,5497,39009,1854908,69367.6,29997,0.4519,NA,NA,NA,NA,7.708333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2012,316.3,2364.9,5869,43878,1855413,70303.1,30768,0.4416,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,194,150
West Virginia,2013,300.3,2103.9,5568,39013,1854304,71758.6,31407,0.4287,NA,NA,NA,NA,6.708333333333333,1853914,30,17590,760,NA,NA,NA,NA,NA,41,194,150
West Virginia,2014,302,2034.7,5588,37648,1850326,73042.6,32157,0.4555,NA,NA,NA,NA,6.491666666666667,1849489,30,19230,780,NA,NA,NA,NA,NA,41,194,150
West Virginia,2015,337.9,2020,6231,37251,1844128,71713.4,33122,0.4539,10,0,6,0,6.541666666666667,1842050,30,20490,790,NA,NA,NA,NA,NA,41,194,150
West Virginia,2016,358.1,2047.2,6557,37487,1831102,71248.9,34298,0.4484,12,0,8,2,6.075,1831023,30,21850,930,NA,NA,NA,NA,NA,41,194,150
West Virginia,2017,350.7,1852,6368,33630,1815857,75172.4,35124,0.4502,11,0,5,0,5.2,1817004,10,23580,780,355002,5389873,4713934,288254,394394,41,194,150
West Virginia,2018,289.9,1485.6,5236,26827,1805832,79794.3,36710,0.4444,7,0,4,2,5.141666666666667,1804291,0,24360,680,363783,5151687,4584747,279061,409341,41,194,150
Wisconsin,1998,249,3294.1,13009,172084,5224000,163021.5,20564,0.3977,NA,NA,NA,NA,3.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,1999,245.8,3050.3,12908,160154,5250446,172928.5,21823,0.3965,NA,NA,NA,NA,3.066666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2000,236.8,2972.3,12700,159424,5363675,180883.1,23235,0.3959,NA,NA,NA,NA,3.3916666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2001,231,3087.8,12486,166924,5405947,188662.8,24124,0.3807,NA,NA,NA,NA,4.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2002,225,3028.6,12238,164749,5439692,195541.5,24937,0.3872,NA,NA,NA,NA,5.316666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2003,221.1,2880.4,12104,157684,5474290,203814,26184,0.3879,NA,NA,NA,NA,5.608333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2004,209.8,2665.7,11548,146710,5503533,216370.4,27585,0.3947,NA,NA,NA,NA,4.966666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2005,242,2669,13367,147556,5527644,226937.5,28907,0.407,NA,NA,NA,NA,4.708333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2006,286.1,2821,15899,156748,5556506,237571.9,30197,0.4217,NA,NA,NA,NA,4.691666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2007,291.5,2843.9,16330,159305,5601640,245837.7,31169,0.4165,NA,NA,NA,NA,4.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2008,275.5,2762.2,15507,155456,5627967,246493,31956,0.4142,NA,NA,NA,NA,4.941666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2009,259.1,2611.8,14650,147692,5654774,246323.8,31480,0.4164,NA,NA,NA,NA,8.833333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2010,248.9,2508.6,14167,142781,5691659,256159.5,32465,0.4241,NA,NA,NA,NA,8.416666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2011,249.9,2450.4,14268,139912,5709843,265444,33534,0.4203,NA,NA,NA,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2012,280.5,2453.8,16064,140513,5726398,276253.4,34030,0.4367,NA,NA,NA,NA,6.916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2013,277.9,2188.7,15961,125688,5742713,283791.4,34727,0.4181,NA,NA,NA,NA,6.666666666666667,5736754,940,157130,5920,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2014,290.3,2088.3,16714,120238,5757564,296169.9,35812,0.4236,NA,NA,NA,NA,5.366666666666667,5751525,1130,165410,6000,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2015,305.8,1974,17647,113924,5771337,308304.5,36628,0.4265,11,1,6,0,4.416666666666667,5760940,1420,178070,6660,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2016,305.9,1933.3,17679,111720,5778708,315420,37575,0.4373,17,1,8,5,3.933333333333333,5772628,1690,190160,7110,NA,NA,NA,NA,NA,105,541,185
Wisconsin,2017,319.9,1808.3,18539,104802,5795483,321886.8,39052,0.4288,24,2,15,4,3.283333333333333,5790186,940,208650,6680,1492977,18495141,12699379,1595006,1850700,105,541,185
Wisconsin,2018,295.4,1559.9,17176,90686,5813568,335144.3,40430,0.4302,13,0,8,4,3,5807406,400,221710,7430,1513986,19208498,12664183,1345652,1865706,105,541,185
Wyoming,1998,247.6,3560.1,1191,17124,481000,14833.2,20184,0.4794,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,1999,232.5,3225.2,1115,15468,479602,15685.7,21566,0.4757,NA,NA,NA,NA,4.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2000,266.5,3031.5,1316,14969,493782,17153.7,22979,0.5061,NA,NA,NA,NA,3.7916666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2001,257.6,3264.8,1272,16120,493754,18741.7,23867,0.4501,NA,NA,NA,NA,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2002,273.4,3306.5,1364,16494,498830,19160.8,24616,0.4418,NA,NA,NA,NA,4.058333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2003,261.7,3315.6,1314,16648,502111,21199,26018,0.4429,NA,NA,NA,NA,4.358333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2004,229.9,3338.5,1163,16889,505887,23418.1,27757,0.4678,NA,NA,NA,NA,3.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2005,230,3158,1172,16070,508798,27530.2,29663,0.5073,NA,NA,NA,NA,3.566666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2006,253.8,2986.6,1307,15381,515004,32692.2,31550,0.5455,NA,NA,NA,NA,3.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2007,257.1,2879.1,1344,15053,522830,36912.8,33548,0.5516,NA,NA,NA,NA,2.7333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2008,249.7,2725,1330,14515,532668,42694.6,34161,0.4899,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2009,219.7,2616.9,1196,14243,544270,36282.2,33487,0.4263,NA,NA,NA,NA,6.283333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2010,197.9,2456.6,1117,13869,564554,37567.5,34006,0.4926,NA,NA,NA,NA,6.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2011,219.4,2269.8,1245,12878,567356,39615.1,35846,0.4294,NA,NA,NA,NA,6.066666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2012,201.4,2293.8,1161,13222,576412,38679.3,36879,0.8898,NA,NA,NA,NA,5.441666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,14
Wyoming,2013,205.1,2198.4,1195,12809,582658,39365.6,37722,0.4964,NA,NA,NA,NA,4.716666666666667,582122,0,22860,520,NA,NA,NA,NA,NA,10,51,14
Wyoming,2014,195.5,1964.7,1142,11477,584153,40573.9,39563,0.4668,NA,NA,NA,NA,4.358333333333333,582531,0,24840,410,NA,NA,NA,NA,NA,10,51,14
Wyoming,2015,222.1,1902.6,1302,11151,586107,38624.8,39651,0.4398,6,0,2,0,4.25,585613,0,26310,540,NA,NA,NA,NA,NA,10,51,14
Wyoming,2016,244.2,1957.3,1430,11460,585501,36105.9,40450,0.4371,2,0,1,0,5.275,584215,0,27940,460,NA,NA,NA,NA,NA,10,51,14
Wyoming,2017,237.5,1830.4,1376,10604,579315,37620.3,41472,0.4782,1,0,1,0,4.341666666666667,578931,0,31340,440,198100,3064645,858542,605873,223152,10,51,14
Wyoming,2018,212.2,1785.1,1226,10313,577737,39614.5,42890,0.4554,4,1,2,0,4.066666666666666,577601,0,31420,410,205834,2751426,871374,590677,219332,10,51,14
