State,Year,Data.Rates.Violent.All,Data.Rates.Property.All,Data.Totals.Violent.All,Data.Totals.Property.All,Data.Population,gdp,Consumption,share_pretax_income_p90p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,unemployment_rate,imm_population,refugees_total,nonimm_total,lpr_total,spending_corrections,spending_education,spending_welfare,spending_health,spending_police,wic_2015,nslp_2015,sbp_2015
Minnesota,2006,310.5,3082.5,16042,159276,5167101,252357.6,33983,0.4384,NA,NA,NA,NA,4.058333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2007,289.6,3044.8,15054,158257,5197621,261250.7,34805,0.4438,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2008,265.4,2864.1,13853,149517,5220393,268771.5,35809,0.4383,NA,NA,NA,NA,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2009,244.5,2644.9,12874,139286,5266214,262628.8,35010,0.4303,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2010,235.7,2569,12515,136431,5310658,274649.2,36024,0.4492,NA,NA,NA,NA,7.366666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2011,230.5,2546.8,12323,136183,5347299,287070.8,37337,0.4389,NA,NA,NA,NA,6.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2012,230.9,2568.3,12419,138152,5379139,298641.4,38165,0.458,NA,NA,NA,NA,5.658333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2013,234.4,2420.4,12705,131195,5420380,311752.1,39023,0.4279,NA,NA,NA,NA,5.041666666666667,5413479,2210,232840,12780,NA,NA,NA,NA,NA,119,613,214
Minnesota,2014,229.1,2297.5,12505,125377,5457173,324701.5,40100,0.4456,NA,NA,NA,NA,4.241666666666666,5451079,2230,240600,13760,NA,NA,NA,NA,NA,119,613,214
Minnesota,2015,242.6,2222.1,13319,121984,5489594,336762,41010,0.445,12,3,5,0,3.7583333333333333,5482032,2290,269560,14740,NA,NA,NA,NA,NA,119,613,214
Minnesota,2016,242.6,2133.3,13394,117756,5519952,345248.8,42020,0.4436,14,1,8,4,3.8666666666666667,5522744,2640,295880,15600,NA,NA,NA,NA,NA,119,613,214
Minnesota,2017,238.3,2191.5,13291,122212,5576606,354721.9,43519,0.447,10,1,8,1,3.4416666666666664,5566230,1620,310640,16010,1029139,19717469,15030211,1320214,1996899,119,613,214
Minnesota,2018,220.4,1993.8,12369,111874,5611179,372439.2,45228,0.4543,12,0,5,7,3.025,5606249,720,334190,16720,1123798,20068635,17040385,1433226,2159896,119,613,214
Mississippi,1998,410.7,3973.3,11302,109345,2752000,61332.3,15767,0.4117,NA,NA,NA,NA,5.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,1999,349.3,3921.1,9671,108560,2768619,64276.5,16689,0.4111,NA,NA,NA,NA,5.091666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2000,360.9,3643.5,10267,103644,2844658,66051.5,17649,0.4041,NA,NA,NA,NA,5.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2001,349.9,3832.8,10006,109609,2859733,67750.2,18451,0.4052,NA,NA,NA,NA,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2002,343.9,3822.6,9858,109584,2866733,69704.9,19261,0.4117,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2003,323.9,3707.3,9336,106867,2882594,74418.4,20163,0.418,NA,NA,NA,NA,6.141666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2004,295.4,3481.1,8568,100980,2900768,78680.1,21252,0.4007,NA,NA,NA,NA,6.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2005,280,3274,8131,95231,2908496,82991.6,22374,0.4236,NA,NA,NA,NA,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2006,311.8,3190.2,9076,92853,2910540,87596.7,23804,0.4543,NA,NA,NA,NA,6.383333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2007,291.3,3113.9,8502,90887,2918785,91876.5,24819,0.4232,NA,NA,NA,NA,6.133333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2008,304.3,2909.1,8942,85488,2938618,95179.3,25510,0.4403,NA,NA,NA,NA,6.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2009,286.3,2958.2,8451,87327,2951996,92378,25091,0.4302,NA,NA,NA,NA,9.241666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2010,269.3,2983,7999,88596,2970072,94788.3,25986,0.4571,NA,NA,NA,NA,10.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2011,269,3016.3,8009,89809,2977457,96799.1,26892,0.4252,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2012,260.8,2811,7786,83906,2984926,100905.4,27446,0.4474,NA,NA,NA,NA,8.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,384,203
Mississippi,2013,274.6,2724.7,8214,81500,2991207,103042.6,28018,0.4481,NA,NA,NA,NA,8.491666666666667,2988711,0,38680,1720,NA,NA,NA,NA,NA,89,384,203
Mississippi,2014,278.5,2921.2,8338,87462,2994079,105219.5,28762,0.445,NA,NA,NA,NA,7.6,2990468,10,42730,1590,NA,NA,NA,NA,NA,89,384,203
Mississippi,2015,275.8,2833.6,8254,84790,2992333,106623.9,29488,0.4517,8,1,3,1,6.45,2988471,20,46520,1590,NA,NA,NA,NA,NA,89,384,203
Mississippi,2016,280.5,2768.1,8383,82732,2988726,107795.4,30194,0.4683,8,2,5,0,5.991666666666667,2987938,10,48380,2150,NA,NA,NA,NA,NA,89,384,203
Mississippi,2017,285.7,2733.9,8526,81581,2984100,110281.4,30951,0.454,17,2,10,2,5.208333333333333,2988510,10,53900,1790,517984,8219211,6349848,429935,774186,89,384,203
Mississippi,2018,234.4,2403,6999,71766,2986530,113166.4,31767,0.4568,10,1,7,0,4.941666666666666,2981020,0,58180,1640,517221,8141294,6264832,441301,769490,89,384,203
Missouri,1998,555.7,4270.7,30222,232284,5439000,170122.2,21056,0.4135,NA,NA,NA,NA,4.058333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,1999,500.2,4078.2,27353,223010,5468338,178215.9,22216,0.4198,NA,NA,NA,NA,3.2416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2000,490,4037.7,27419,225919,5595211,187012.8,23557,0.4211,NA,NA,NA,NA,3.3916666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2001,540.5,4229.2,30472,238411,5637309,190388.7,24458,0.4109,NA,NA,NA,NA,4.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2002,539,4065.9,30557,230520,5669544,197399,25317,0.4066,NA,NA,NA,NA,5.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2003,490.8,4083.9,28067,233564,5719204,206005.2,26336,0.4078,NA,NA,NA,NA,5.691666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2004,490.1,3900.1,28226,224629,5759532,216977.5,27392,0.4095,NA,NA,NA,NA,5.841666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2005,526,3929,30477,227809,5797703,227594.6,28594,0.4264,NA,NA,NA,NA,5.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2006,545.9,3834,31897,224007,5842713,235816.9,29419,0.4371,NA,NA,NA,NA,4.891666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2007,560.7,3829.5,32962,225113,5878415,244085.3,30560,0.449,NA,NA,NA,NA,5.083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2008,502.4,3662.7,29701,216522,5911605,256431.1,31588,0.4522,NA,NA,NA,NA,6.158333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2009,492.9,3370,29513,201783,5987580,254306.2,30989,0.4211,NA,NA,NA,NA,9.091666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2010,457.7,3350,27440,200858,5995715,262013.4,31960,0.4389,NA,NA,NA,NA,9.416666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2011,447.5,3313.1,26888,199085,6008984,263330,33117,0.4435,NA,NA,NA,NA,8.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2012,450.9,3314.4,27155,199590,6021988,272482.4,34100,0.4589,NA,NA,NA,NA,7.141666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,603,280
Missouri,2013,433.4,3137,26197,189606,6044171,282659.7,34668,0.4485,NA,NA,NA,NA,6.758333333333333,6040715,1270,149230,6350,NA,NA,NA,NA,NA,134,603,280
Missouri,2014,442.9,2906.5,26856,176237,6063589,289340.7,35565,0.4547,NA,NA,NA,NA,6.166666666666667,6056202,1390,153060,6420,NA,NA,NA,NA,NA,134,603,280
Missouri,2015,497.4,2854.2,30261,173642,6083672,299597.7,36446,0.4589,21,2,12,2,5.1,6071732,1430,171860,6730,NA,NA,NA,NA,NA,134,603,280
Missouri,2016,519.4,2799.1,31644,170549,6093000,304143.3,37331,0.4589,21,0,14,0,4.575,6087135,2070,180490,6870,NA,NA,NA,NA,NA,134,603,280
Missouri,2017,530.3,2833.9,32420,173253,6113532,311273.8,38477,0.4497,31,3,21,0,3.7916666666666665,6106670,1230,200620,7710,945969,15283672,9422395,2452890,1799581,134,603,280
Missouri,2018,502.1,2647.1,30758,162173,6126452,320451.6,39943,0.4748,24,0,16,0,3.2333333333333334,6121623,480,210340,7640,957975,15400686,9946511,2391875,1877048,134,603,280
Montana,1998,204.2,4155,1797,36564,880000,20414.4,19069,0.3979,NA,NA,NA,NA,5.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,1999,236.8,3296.7,2090,29103,882779,20815.1,20177,0.4056,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2000,311.1,3568.9,2807,32198,902195,21935.4,21413,0.4148,NA,NA,NA,NA,4.833333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2001,352,3332.8,3187,30175,905382,22798,22432,0.4113,NA,NA,NA,NA,4.616666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2002,351.2,3158.2,3197,28751,910372,23886,23568,0.4156,NA,NA,NA,NA,4.566666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2003,365,3096.2,3351,28428,918157,25781.1,24797,0.4063,NA,NA,NA,NA,4.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2004,293.8,2936.1,2723,27215,926920,28138.8,26293,0.4091,NA,NA,NA,NA,4.541666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2005,282,3146,2634,29407,934737,30823.7,27928,0.4173,NA,NA,NA,NA,4.083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2006,377.3,2856.8,3564,26986,944632,33088,29551,0.4357,NA,NA,NA,NA,3.3666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2007,379.8,2906.2,3638,27837,957861,36116.1,31259,0.4367,NA,NA,NA,NA,3.3916666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2008,311.4,2718.5,3013,26300,967440,37028,32496,0.4219,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2009,287,2546.3,2798,24826,974989,35880,31485,0.4288,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2010,275.8,2564.1,2733,25409,990958,38080.3,33123,0.4186,NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2011,276.1,2394.1,2755,23885,997667,40592.3,34474,0.4123,NA,NA,NA,NA,6.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2012,272.2,2583.7,2736,25970,1005141,42150.2,35269,0.4506,NA,NA,NA,NA,5.783333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,31
Montana,2013,252.9,2556.5,2567,25953,1015165,43584,36100,0.4145,NA,NA,NA,NA,5.3,1013569,0,51190,450,NA,NA,NA,NA,NA,18,81,31
Montana,2014,323.7,2472.9,3313,25312,1023579,45203.8,37524,0.4445,NA,NA,NA,NA,4.641666666666667,1021869,0,51740,450,NA,NA,NA,NA,NA,18,81,31
Montana,2015,349.6,2623.6,3611,27100,1032949,46542.4,38016,0.4255,4,0,2,0,4.241666666666667,1030475,0,52810,520,NA,NA,NA,NA,NA,18,81,31
Montana,2016,368.3,2683.5,3840,27976,1042520,45859.4,38359,0.429,5,0,3,1,4.266666666666667,1040859,30,54050,570,NA,NA,NA,NA,NA,18,81,31
Montana,2017,377.1,2591.6,3961,27225,1050493,48470.5,39682,0.4394,6,0,3,1,4.1,1052482,90,58310,530,258364,2945766,2222087,446203,333103,18,81,31
Montana,2018,374.1,2496.3,3974,26518,1062305,51152.1,41573,0.445,6,0,3,1,3.725,1060665,120,60130,570,264164,3088644,2268621,398870,345079,18,81,31
Nebraska,1998,451.4,3953.8,7507,65752,1663000,51849.9,19982,0.3907,NA,NA,NA,NA,2.5166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,1999,430.2,3678,7167,61277,1666028,53714.2,21204,0.3815,NA,NA,NA,NA,2.7666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2000,327.6,3767.9,5606,64479,1711263,56582.7,22603,0.3899,NA,NA,NA,NA,2.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2001,303.1,4009.4,5214,68963,1720039,59634.3,23451,0.3637,NA,NA,NA,NA,3.158333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2002,314.2,3946.5,5428,68178,1727564,61569.5,24029,0.3657,NA,NA,NA,NA,3.6583333333333337,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2003,293.8,3751.9,5105,65189,1737475,66471.7,25241,0.3579,NA,NA,NA,NA,3.9166666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2004,308.6,3519.6,5393,61512,1747704,70445.4,26816,0.3682,NA,NA,NA,NA,3.8499999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2005,287,3432,5052,60348,1758163,74886.7,28226,0.3703,NA,NA,NA,NA,3.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2006,293.9,3359.7,5197,59411,1768331,79287.5,29560,0.4035,NA,NA,NA,NA,3.0416666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2007,311.3,3142.4,5524,55765,1774571,84291.9,30767,0.4006,NA,NA,NA,NA,2.9583333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2008,312.3,2879.3,5570,51350,1783432,86146.6,31772,0.3855,NA,NA,NA,NA,3.2583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2009,289.4,2768,5199,49731,1796619,87325.5,31007,0.3661,NA,NA,NA,NA,4.633333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2010,278.3,2667.9,5093,48827,1830141,91940.7,32245,0.3857,NA,NA,NA,NA,4.641666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2011,253.6,2762.6,4672,50894,1842234,100526.5,33759,0.3543,NA,NA,NA,NA,4.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2012,259.4,2754.9,4814,51118,1855525,102949.7,34609,0.4054,NA,NA,NA,NA,3.9166666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70
Nebraska,2013,262.1,2623.4,4897,49018,1868516,107247,35113,0.3679,NA,NA,NA,NA,3.716666666666667,1865279,1000,312880,4140,NA,NA,NA,NA,NA,37,241,70
Nebraska,2014,280.4,2523.5,5275,47479,1881503,112763.3,36168,0.3926,NA,NA,NA,NA,3.2333333333333334,1879321,1080,439080,4440,NA,NA,NA,NA,NA,37,241,70
Nebraska,2015,274.9,2241.1,5212,42495,1896190,117402.3,36880,0.366,8,1,5,0,2.975,1891277,1200,491510,5230,NA,NA,NA,NA,NA,37,241,70
Nebraska,2016,291,2263.3,5550,43163,1907116,119389.8,37860,0.3786,7,1,2,1,3.1083333333333334,1905616,1440,508910,5650,NA,NA,NA,NA,NA,37,241,70
Nebraska,2017,305.9,2274,5873,43663,1920076,123219.9,38865,0.39,NA,NA,NA,NA,2.9583333333333335,1915947,1190,380140,5330,514541,7318806,2860106,353972,498954,37,241,70
Nebraska,2018,284.8,2079.9,5494,40126,1929268,127954.4,39993,0.382,1,0,0,0,2.908333333333333,1925614,340,366070,6500,528484,7289078,2911044,322887,529024,37,241,70
Nevada,1998,643.6,4636.9,11244,81006,1747000,65332.2,22596,0.4831,NA,NA,NA,NA,4.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,1999,569.9,4083.1,10311,73874,1809253,71825.3,23980,0.4721,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2000,524.2,3744.4,10474,74823,1998257,77181.5,25190,0.5025000000000001,NA,NA,NA,NA,4.141666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2001,589.2,3693.8,12359,77486,2097722,80968.6,25744,0.4623,NA,NA,NA,NA,5.108333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2002,639.3,3870.7,13856,83896,2167455,85541,26379,0.4679,NA,NA,NA,NA,5.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2003,616,4287.2,13813,96128,2242207,91365,27384,0.4792,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2004,616.4,4210,14379,98215,2332898,104132,29017,0.5633,NA,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2005,608,4246,14654,102424,2412301,117165.1,30786,0.5771000000000001,NA,NA,NA,NA,4.208333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2006,748.8,4100.9,18687,102338,2495529,126613.4,32125,0.5603,NA,NA,NA,NA,4.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2007,754.9,3785.7,19365,97118,2565382,132045.4,33101,0.5445,NA,NA,NA,NA,4.766666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2008,729.7,3461.5,18973,90006,2600167,130570.9,33106,0.503,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2009,705.2,3063.7,18639,80976,2643085,122471.2,31132,0.4893,NA,NA,NA,NA,11.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2010,663,2773.5,17929,75004,2704283,125149,31626,0.5098,NA,NA,NA,NA,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2011,568.1,2576.3,15452,70075,2720028,128638.4,32786,0.4923,NA,NA,NA,NA,12.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2012,607.6,2809.4,16763,77510,2758931,130238.2,33406,0.5689000000000001,NA,NA,NA,NA,11.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,216,93
Nevada,2013,603,2837.7,16824,79177,2790136,133592.5,34275,0.5576,NA,NA,NA,NA,9.966666666666667,2775970,560,2128680,9890,NA,NA,NA,NA,NA,73,216,93
Nevada,2014,635.6,2625.4,18045,74538,2839099,136918.4,35383,0.5241,NA,NA,NA,NA,8.2,2817628,570,2293660,10090,NA,NA,NA,NA,NA,73,216,93
Nevada,2015,695.9,2668.3,20118,77137,2890845,145786.8,36297,0.5231,19,1,14,4,6.866666666666667,2866939,610,2489730,11050,NA,NA,NA,NA,NA,73,216,93
Nevada,2016,678.1,2586.6,19936,76047,2940058,153318,37347,0.5630000000000001,13,1,7,2,5.833333333333333,2917563,750,2432380,11560,NA,NA,NA,NA,NA,73,216,93
Nevada,2017,555.9,2612.4,16667,78322,2998039,163199.1,39020,0.5447000000000001,16,0,11,5,5.008333333333334,2969905,470,2789900,12730,775455,6676546,3953863,437851,1271655,73,216,93
Nevada,2018,541.1,2438.2,16420,73985,3034392,172547.9,40618,0.5902000000000001,23,0,10,12,4.408333333333333,3027341,210,2910090,10850,794035,7062057,4279607,450307,1360243,73,216,93
New Hampshire,1998,107.2,2312.7,1270,27405,1185000,40747.7,24570,0.43120000000000003,NA,NA,NA,NA,2.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,1999,96.5,2185.2,1159,26247,1201134,42292.4,26148,0.4392,NA,NA,NA,NA,2.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2000,175.4,2257.8,2167,27901,1235786,45604.9,27887,0.4673,NA,NA,NA,NA,2.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2001,170.2,2151,2144,27089,1259359,47037.3,29144,0.4008,NA,NA,NA,NA,3.408333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2002,161.3,2059.8,2056,26250,1274405,49109.6,30327,0.387,NA,NA,NA,NA,4.466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2003,150.3,2052.9,1937,26456,1288705,51609.7,32139,0.3858,NA,NA,NA,NA,4.433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2004,169.5,2051.9,2202,26658,1299169,54545.7,33900,0.4078,NA,NA,NA,NA,3.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2005,135,1839,1761,24031,1306819,56914.6,35741,0.4205,NA,NA,NA,NA,3.6333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2006,138.8,1981.9,1785,26060,1314895,60152.7,37294,0.431,NA,NA,NA,NA,3.5166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2007,144.1,2005.9,1896,26394,1315828,61984.8,39040,0.4386,NA,NA,NA,NA,3.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2008,156.1,2157.4,2054,28387,1315809,62095.3,39545,0.4155,NA,NA,NA,NA,3.7666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2009,160.4,2173.5,2125,28790,1324575,63052.2,39300,0.4101,NA,NA,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2010,167.4,2219.8,2204,29230,1316807,65310.8,40511,0.4278,NA,NA,NA,NA,6.058333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2011,217.3,2485.6,2864,32756,1317807,66557.3,41544,0.4266,NA,NA,NA,NA,5.491666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2012,187.9,2324,2481,30693,1320718,68412,42583,0.4199,NA,NA,NA,NA,5.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2013,215.3,2194.3,2849,29040,1323459,70897.4,43628,0.4067,NA,NA,NA,NA,5.25,1326622,380,60920,2230,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2014,196.1,1962.7,2602,26041,1326813,73455.1,44326,0.4265,NA,NA,NA,NA,4.316666666666666,1333341,350,65220,2100,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2015,199.3,1745.7,2652,23229,1330608,77385.8,45937,0.4319,3,0,1,1,3.3916666666666666,1336350,450,69110,2160,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2016,197.6,1512.9,2637,20194,1334795,79759.7,46876,0.441,2,0,1,0,2.8916666666666666,1342307,520,74970,2330,NA,NA,NA,NA,NA,14,88,20
New Hampshire,2017,198.7,1381.8,2668,18555,1342795,81179.6,49081,0.4508,3,0,2,0,2.808333333333333,1348787,340,78270,2280,225981,4159980,2413417,145583,420331,14,88,20
New Hampshire,2018,173.2,1248.5,2349,16935,1356458,83859.4,50569,0.4607,2,0,2,0,2.6333333333333333,1353465,160,80240,2200,219086,4232726,2406028,172668,463221,14,88,20
New Jersey,1998,440.2,3213.9,35720,260810,8115000,318104,24883,0.4727,NA,NA,NA,NA,4.566666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,1999,411.9,2988.1,33540,243333,8143412,334966.4,26359,0.49370000000000003,NA,NA,NA,NA,4.441666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2000,383.8,2776.6,32298,233637,8414350,360530.4,28193,0.507,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2001,388.8,2826.3,33094,240551,8511116,372819.2,29466,0.4829,NA,NA,NA,NA,4.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2002,376.1,2655.5,32252,227715,8575252,385045.6,30708,0.4705,NA,NA,NA,NA,5.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2003,364.3,2549.6,31488,220350,8642412,399996.5,32338,0.4698,NA,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2004,356.3,2433,30943,211313,8685166,415490.8,34080,0.4753,NA,NA,NA,NA,4.916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2005,355,2337,30919,203391,8703150,436064.4,35947,0.48,NA,NA,NA,NA,4.441666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2006,350.2,2278.9,30550,198820,8724560,457681.5,37750,0.4878,NA,NA,NA,NA,4.691666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2007,328.6,2214.4,28544,192338,8685920,474539.6,39189,0.5045000000000001,NA,NA,NA,NA,4.208333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2008,326.5,2293.4,28351,199127,8682661,493289.4,40170,0.4938,NA,NA,NA,NA,5.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2009,311.4,2075.8,27113,180752,8707739,481452.7,39123,0.4727,NA,NA,NA,NA,8.833333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
