State,Year,Data.Population,Data.Rates.Property.All,Data.Rates.Property.Burglary,Data.Rates.Property.Larceny,Data.Rates.Property.Motor,Data.Rates.Violent.All,Data.Rates.Violent.Assault,Data.Rates.Violent.Murder,Data.Rates.Violent.Rape,Data.Rates.Violent.Robbery,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery,avg_fiscal_income_p0p100,population_p0p100,nb_tax_returns_p0p100,share_fiscal_income_p0p100,share_fiscal_income_p0p90,share_fiscal_income_p0p99,share_fiscal_income_p90p100,share_fiscal_income_p90p95,share_fiscal_income_p95p100,share_fiscal_income_p95p99,share_fiscal_income_p99.5p100,share_fiscal_income_p99.5p99.9,share_fiscal_income_p99.99p100,share_fiscal_income_p99.9p100,share_fiscal_income_p99.9p99.99,share_fiscal_income_p99p100,share_fiscal_income_p99p99.5,share_pretax_income_p0p100,avg_fiscal_income_p0p90,avg_fiscal_income_p0p99,avg_fiscal_income_p90p100,avg_fiscal_income_p90p95,avg_fiscal_income_p95p100,avg_fiscal_income_p95p99,avg_fiscal_income_p99.5p100,avg_fiscal_income_p99.5p99.9,avg_fiscal_income_p99.99p100,avg_fiscal_income_p99.9p100,avg_fiscal_income_p99.9p99.99,avg_fiscal_income_p99p100,avg_fiscal_income_p99p99.5,share_pretax_income_p0p90,share_pretax_income_p0p99,share_pretax_income_p90p100,share_pretax_income_p90p95,share_pretax_income_p95p100,share_pretax_income_p95p99,share_pretax_income_p99.5p100,share_pretax_income_p99.5p99.9,share_pretax_income_p99.99p100,share_pretax_income_p99.9p100,share_pretax_income_p99.9p99.99,share_pretax_income_p99p100,share_pretax_income_p99p99.5,total_fiscal_income_p0p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,imm_population,lpr_total,nonimm_total,refugees_total,gdp,wic_2015,nslp_2015,sbp_2015,spending_education,spending_welfare,spending_health,spending_police,spending_corrections
Nebraska,1978,1565000,3250.7,746.8,2287.2,216.8,190.5,104.4,3,18.3,64.9,50874,11687,35794,3393,2982,1634,47,286,1015,271513.4,666701,637080,1,0.6869,0.9194,0.313,0.1054,0.2076,0.1271,0.0554,0.0329,0.0074,0.0225,0.015,0.0806,0.0252,1,41037.3,49933.7,168285.7,113397.8,223243.8,170796.8,595578,442407.4,3998843,1207173.4,897085.1000000001,433540.2,271513.4,0.6869000000000001,0.9194,0.313,0.1054,0.2076,0.1271,0.0554,0.0329,0.0074,0.0225,0.015,0.0806,0.0252,35848408079,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1979,1574000,3767.2,813.5,2680.7,272.9,225.9,126.8,4.1,21.5,73.5,59295,12804,42195,4296,3556,1996,65,338,1157,297147.5,673636,662771,1,0.6743,0.9099,0.3258,0.1105,0.2152,0.1251,0.0625,0.0352,0.0101,0.0272,0.0171,0.0901,0.0277,1,40242.5,49367.5,174992,118696.4,231177.3,168023.3,670906.3,472755.1,5414915.300000001,1461977,1022459.3,483860.4,297147.5,0.6743,0.9099,0.3258,0.1105,0.2152,0.1251,0.0625,0.0352,0.0101,0.0272,0.0171,0.0901,0.0277,36182624804,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1980,1563921,4080.6,915.4,2921.6,243.6,224.6,114.7,4.4,23.2,82.2,63818,14316,45692,3810,3512,1794,69,363,1286,289085,686072,661985,1,0.6625,0.9081,0.3376,0.1163,0.2212,0.1293,0.0634,0.0355,0.0092,0.0279,0.0187,0.0919,0.0284,1,37404.7,46610.9,171567.4,118240.7,224834.6,164279.9,644618.3,451509.8,4667044.3,1415289.5,1053328.1,466878,289085,0.6625,0.9081,0.3376,0.1163,0.2212,0.1293,0.0634,0.0355,0.0092,0.0279,0.0187,0.0919,0.0284,34861789906,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1981,1576000,3996,912.6,2875.9,207.5,181.5,87.2,3.1,20.5,70.7,62977,14383,45324,3270,2861,1374,49,323,1115,265949.8,695185,665447,1,0.6836,0.9162,0.3161,0.1151,0.2015,0.1176,0.0584,0.0323,0.0092,0.026,0.0168,0.0838,0.0253,1,39883.60000000001,48592.9,165998.1,120892.8,211582.6,154371.3,613627.5,424349.8,4846862.8,1364992.8,977516.4,439939.5,265949.8,0.6836,0.9162,0.3161,0.1151,0.2015,0.1176,0.0584,0.0323,0.0092,0.026,0.0168,0.0838,0.0253,36501642338,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1982,1586000,3721.2,811.3,2732.1,177.9,229.6,145,2,20.7,61.9,59019,12867,43331,2821,3641,2299,31,329,982,257133.2,675453,650929,1,0.703,0.9096,0.2971,0.0965,0.2006,0.1101,0.0667,0.0317,0.0145,0.035,0.0205,0.0904,0.0237,1,42349.8,49814.8,161110.6,104678.1,217511.7,149199.1,723507.2000000001,430249.5,7874487,1896538.2,1232321.6,490320.2,257133.2,0.7030000000000001,0.9096,0.2971,0.0965,0.2006,0.1101,0.0667,0.0317,0.0145,0.035,0.0205,0.0904,0.0237,36622992419,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1983,1597000,3569.9,777,2631.6,161.4,217.7,144,2.6,21.2,49.8,57012,12408,42026,2578,3477,2300,42,339,796,266111.3,675453,666168,1,0.6888,0.9067,0.3116,0.1028,0.2089,0.1154,0.0685,0.0329,0.0144,0.0354,0.0209,0.0933,0.0248,1,41060.3,49134.3,167168.9,110263.4,224154.4,154817.5,734562.4,441304.7,7744044.600000001,1900290.7,1244433.4,500736,266111.3,0.6888000000000001,0.9067,0.3116,0.1028,0.2089,0.1154,0.0685,0.0329,0.0144,0.0354,0.0209,0.0933,0.0248,36238304724,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1984,1606000,3270.6,643.8,2482.9,144,225.8,155.6,3.4,23.7,43.2,52526,10339,39875,2312,3627,2499,54,381,693,269503.4,698010,674745,1,0.6935,0.9038,0.3085,0.0991,0.2094,0.1126,0.0715,0.0328,0.0158,0.0383,0.022,0.0962,0.0243,1,42654.4,50538.3,170777.1,109668.6,231833.1,155808.7,791955.3,453481.6,8724853.3,2117711,1352451.2,532292.9,269503.4,0.6935,0.9038,0.3085,0.0991,0.2094,0.1126,0.0715,0.0328,0.0158,0.0383,0.022,0.0962,0.0243,38638980868,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1985,1606000,3456.7,730.4,2570.2,156,237.9,163.1,2.9,23.4,48.5,55514,11730,41278,2506,3821,2619,47,376,779,282824,705092,671906,1,0.6885,0.8976,0.3131,0.0974,0.21560000000000001,0.1127,0.0771,0.035,0.017,0.0417,0.0244,0.1024,0.0251,1,43152.3,51143.7,176620.2,109831.2,243280.6,158971.8,869460.9,492941.6,9581395.4,2353586.2,1527859,577439.3,282824,0.6885,0.8976000000000001,0.3131,0.0974,0.21560000000000001,0.1127,0.0771,0.035,0.017,0.0417,0.0244,0.1024,0.0251,39771831549,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1986,1598000,3593.1,748.2,2677.3,167.6,262.6,183.7,3.1,24.6,51.1,57418,11956,42784,2678,4196,2936,50,393,817,318770.7,708034,668844,1,0.6668,0.8753,0.3366,0.0962,0.2401,0.1142,0.0973,0.0415,0.0236,0.055,0.0308,0.1247,0.0269,1,43918.4,52409.4,199549.5,114024.1,284701,169198.3,1153240.4,615716.1,13964510.2,3258658,2030359.9,739087.7000000001,318770.7,0.6668000000000001,0.8753000000000001,0.3366,0.0962,0.2401,0.1142,0.0973,0.0415,0.0236,0.055,0.0308,0.1247,0.0269,41969560204,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1987,1594000,3880.4,847.9,2866.5,165.9,251.2,179,3.5,21.6,47.1,61853,13516,45692,2645,4004,2853,55,345,751,290074.6,692526,694262,1,0.6951,0.9092,0.3091,0.1019,0.2069,0.1143,0.0654,0.0333,0.0108,0.0312,0.0199,0.0908,0.0248,1,45142,53680.4,180647.6,119081.7,241844.6,167062.6,764023.6000000001,486002.7,6296004.7,1821997,1291383.5,530702,290074.6,0.6951,0.9092,0.3091,0.1019,0.2069,0.1143,0.0654,0.0333,0.0108,0.0312,0.0199,0.0908,0.0248,40478541121,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1988,1601000,3866.8,765.2,2912.8,188.8,273.2,189.4,3.6,24,56.1,61908,12251,46634,3023,4374,3033,58,385,898,328330.2,713770,707083,1,0.6697,0.8829,0.3354,0.0995,0.2354,0.1162,0.089,0.0408,0.0181,0.047,0.0283,0.1171,0.0273,1,44709.10000000001,53581.9,201496.8,119546.2,282897.4,174559.3,1069157.9,613038.7000000001,10892419.1,2825990.7,1888303.4,703435.5,328330.2,0.6697000000000001,0.8829,0.3354,0.0995,0.2354,0.1162,0.089,0.0408,0.0181,0.047,0.0283,0.1171,0.0273,42883585383,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1989,1611000,3812.1,745.5,2880.4,186.2,279.5,201.4,2.5,23.6,52,61413,12010,46403,3000,4503,3245,40,381,837,330141.8,729218,721760,1,0.6633,0.8867,0.3408,0.1037,0.2367,0.1217,0.0845,0.0404,0.0163,0.0432,0.0264,0.1133,0.0282,1,43151.8,52441.10000000001,199538.9,121468.7,277191.8,178119.8,989879.4,592085.6,9520940.6,2528796.4,1718296.1,663575.8,330141.8,0.6633,0.8867,0.3408,0.1037,0.2367,0.1217,0.0845,0.0404,0.0163,0.0432,0.0264,0.1133,0.0282,42697501631,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1990,1578385,3883.1,723.8,2981.1,178.2,330,246.2,2.7,30,51.1,61290,11424,47054,2812,5209,3886,43,473,807,326765.1,717018,732497,1,0.6629,0.8844,0.3371,0.1035,0.2336,0.118,0.0888,0.0409,0.0196,0.0479,0.0283,0.1156,0.0268,1,44892.10000000001,54449.3,205477.2,126146.8,284819.1,179864.2,1082480,623303.2000000001,11921562,2919246.7,1918510.6,704590.7000000001,326765.1,0.6629,0.8844000000000001,0.3371,0.1035,0.2336,0.118,0.0888,0.0409,0.0196,0.0479,0.0283,0.1156,0.0268,43702751167,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1991,1593000,4019.5,726.6,3080.4,212.6,334.6,249.2,3.3,28.1,54,64031,11574,49071,3386,5330,3970,52,447,861,322800.1,711189,744710,1,0.6697,0.8944,0.3301,0.1055,0.2248,0.1192,0.079,0.0384,0.0156,0.0406,0.0251,0.1056,0.0266,1,45170.7,54841.8,200409.8,128040,272952.1,180941.1,959288.3,582378.7000000001,9459518.7,2467032.1,1690116,641044.6000000001,322800.1,0.6697000000000001,0.8944000000000001,0.3301,0.1055,0.2248,0.1192,0.079,0.0384,0.0156,0.0406,0.0251,0.1056,0.0266,43171893484,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1992,1606000,3975.5,714.6,3060,200.8,348.6,256.2,4.2,31.4,56.7,63846,11477,49144,3225,5598,4115,68,504,911,346925.3,702971,740785,1,0.6629,0.8843,0.3371,0.1022,0.2349,0.1191,0.0882,0.0409,0.0192,0.0474,0.0281,0.1157,0.0275,1,46421.10000000001,56294.10000000001,212451.1,128865.9,296093.3,187732.1,1112094.2,643967.4,12126766.6,2984340.3,1968439.9,729515.2000000001,346925.3,0.6629,0.8843000000000001,0.3371,0.1022,0.2349,0.1191,0.0882,0.0409,0.0192,0.0474,0.0281,0.1157,0.0275,44305715115,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1993,1607000,3903.2,663.5,2912.9,326.8,377.8,283.6,3.9,27.8,62.4,62725,10662,46811,5252,6071,4558,63,447,1003,342294.7,719797,740824,1,0.6652,0.8897,0.3349,0.1001,0.2348,0.1245,0.0823,0.04,0.0163,0.0423,0.0259,0.1103,0.028,1,45105,54839.9,204399.9,122208.7,286566.4,189892.6,1004248.7,609513.4,9920277.2,2578357.1,1759379.6,673413.9,342294.7,0.6652,0.8897,0.3349,0.1001,0.2348,0.1245,0.0823,0.04,0.0163,0.0423,0.0259,0.1103,0.028,43926037109,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1994,1623000,4050.9,675.5,2991.2,384.2,389.5,280.2,3.1,30.8,75.4,65746,10963,48547,6236,6322,4548,51,500,1223,349306.2,724816,753418,1,0.6665,0.8875,0.3336,0.0993,0.2342,0.1217,0.0848,0.0398,0.0181,0.045,0.0269,0.1125,0.0277,1,46714.8,56554,210420.2,125334.2,295489.7,191967.4,1069953,627483.3,11406020.9,2839645.6,1887711.4,709632.4,349306.2,0.6665,0.8875000000000001,0.3336,0.0993,0.2342,0.1217,0.0848,0.0398,0.0181,0.045,0.0269,0.1125,0.0277,45724861485,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1995,1637000,4162.5,631.9,3179.2,351.4,382,294.5,2.9,19.4,65.2,68140,10344,52044,5752,6253,4821,48,317,1067,381165.2,735426,766058,1,0.6515,0.8785,0.3485,0.1024,0.2461,0.1246,0.0922,0.0428,0.0195,0.0493,0.0298,0.1215,0.0293,1,47069.4,57700.10000000001,226627.1,133165.1,320049,202568.1,1198862.3,696473.2000000001,12691450.9,3208094.7,2154403.1,790019.6000000001,381165.2,0.6515000000000001,0.8785000000000001,0.3485,0.1024,0.2461,0.1246,0.0922,0.0428,0.0195,0.0493,0.0298,0.1215,0.0293,47819816500,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1996,1652000,4001.8,614.5,3045.7,342,434.7,341.1,2.9,27.1,63.7,66110,10152,50315,5643,7182,5635,48,447,1052,407529.9,750403,775462,1,0.6496,0.8716,0.3505,0.1004,0.25,0.1216,0.0991,0.0438,0.0232,0.0553,0.0321,0.1284,0.0293,1,50199.9,61228.60000000001,243735.9,139696.6,347686.8,211338.1,1378372.9,761088.1000000001,16127044.2,3846190.5,2481432,892987.6000000001,407529.9,0.6496000000000001,0.8716,0.3505,0.1004,0.25,0.1216,0.0991,0.0438,0.0232,0.0553,0.0321,0.1284,0.0293,52187700669,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1997,1657000,3845.3,592.2,2918.7,334.4,438.4,344.7,3,24.5,66.2,63717,9813,48363,5541,7265,5712,50,406,1097,451674.8,767822,785435,1,0.6279,0.858,0.3723,0.1027,0.2694,0.1274,0.1099,0.0453,0.0286,0.0647,0.036,0.142,0.032,1,49206.2,61124.4,262534.5,144899.2,380012.7,224640.9,1550603.7,798383.9,20203825.2,4561103.100000001,2818812.2,1001223.5,451674.8,0.6279,0.8580000000000001,0.3723,0.1027,0.2694,0.1274,0.1099,0.0453,0.0286,0.0647,0.036,0.142,0.032,54150948954,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,241,70,NA,NA,NA,NA,NA
Nebraska,1998,1663000,3953.8,634,2971.7,348,451.4,345.7,3.1,25.1,77.6,65752,10544,49420,5788,7507,5749,51,417,1290,499667.4,762572,795895,1,0.6097,0.8355,0.3907,0.0999,0.2907,0.1262,0.1315,0.0479,0.041,0.0838,0.0423,0.1645,0.033,1,51280.7,63884.3,295732.6,151269.1,440090.1,238911.1,1990436.5,905682.2,31030314.7,6340269.4,3554721.7,1245042.8,499667.4,0.6097,0.8355,0.3907,0.0999,0.2907,0.1262,0.1315,0.0479,0.041,0.0838,0.0423,0.1645,0.033,57723565535,NA,NA,NA,NA,NA,NA,NA,NA,51849.9,37,241,70,NA,NA,NA,NA,NA
Nebraska,1999,1666028,3678,609.7,2741.8,326.5,430.2,325.9,3.6,24.8,75.9,61277,10158,45679,5440,7167,5429,60,414,1264,511164.9,769964,804169,1,0.6187,0.8453,0.3815,0.099,0.2823,0.1275,0.1225,0.0489,0.0326,0.0736,0.0409,0.1547,0.0323,1,54447.60000000001,67617.8,302170.5,156844.8,447217.5,252521.3,1939870.7,967739.8,25840113.8,5828644.5,3600322.5,1225537.2,511164.9,0.6187,0.8453,0.3815,0.099,0.2823,0.1275,0.1225,0.0489,0.0326,0.0736,0.0409,0.1547,0.0323,60978871013,NA,NA,NA,NA,NA,NA,NA,NA,53714.2,37,241,70,NA,NA,NA,NA,NA
Nebraska,2000,1711263,3767.9,592,2870.3,305.6,327.6,231.4,3.7,25.5,67,64479,10131,49118,5230,5606,3960,63,436,1147,512568.7,787954,808912,1,0.6107,0.8355,0.3899,0.0981,0.2914,0.1266,0.1324,0.048,0.0415,0.0845,0.0428,0.1645,0.0321,1,54109.9,67292,310922,156510.1,464729.6,252393,2110851.6,957427.8,33131056.6,6737380.7,3792352.6,1311986.7,512568.7,0.6107,0.8355,0.3899,0.0981,0.2914,0.1266,0.1324,0.048,0.0415,0.0845,0.0428,0.1645,0.0321,62830648331,NA,NA,NA,NA,NA,NA,NA,NA,56582.7,37,241,70,NA,NA,NA,NA,NA
Nebraska,2001,1720039,4009.4,567.4,3064.6,377.3,303.1,210,2.5,25.1,65.6,68963,9760,52713,6490,5214,3612,43,431,1128,475447.6,798189,805959,1,0.6366,0.8613,0.3637,0.0999,0.2636,0.1248,0.1072,0.0435,0.0296,0.0638,0.0342,0.1387,0.0315,1,53340.4,65612.7,274318.5,150707.1,397611.4,235357.6,1616854.3,819440,22290394.2,4809473.3,2862473.2,1045968.6,475447.6,0.6366,0.8613000000000001,0.3637,0.0999,0.2636,0.1248,0.1072,0.0435,0.0296,0.0638,0.0342,0.1387,0.0315,60196435547,NA,NA,NA,NA,NA,NA,NA,NA,59634.3,37,241,70,NA,NA,NA,NA,NA
Nebraska,2002,1727564,3946.5,597.9,2977.6,371,314.2,205.9,2.8,26.9,78.7,68178,10329,51440,6409,5428,3557,48,464,1359,432074.8,823507,803528,1,0.6346,0.8661,0.3657,0.1037,0.2619,0.1278,0.1034,0.0454,0.0247,0.058,0.0333,0.1339,0.0305,1,49874.10000000001,61879.2,258687.2,146701.5,370438.1,226056.7,1462371.7,802021.8,17464369.7,4101850.6,2616104.6,947302.9,432074.8,0.6346,0.8661000000000001,0.3657,0.1037,0.2619,0.1278,0.1034,0.0454,0.0247,0.058,0.0333,0.1339,0.0305,58249510278,NA,NA,NA,NA,NA,NA,NA,NA,61569.5,37,241,70,NA,NA,NA,NA,NA
Nebraska,2003,1737475,3751.9,583.2,2815.8,352.9,293.8,194.5,3.2,29,67.1,65189,10133,48924,6132,5105,3380,56,504,1165,430424,831195,802709,1,0.6427,0.8679,0.3579,0.1008,0.2568,0.1246,0.1026,0.044,0.0256,0.0585,0.0328,0.1321,0.0295,1,52173.2,64053.7,261508.2,147354.5,375303.3,227550.2,1499024.9,804357.3,18698709.6,4271441,2664547.7,964996,430424,0.6427,0.8679,0.3579,0.1008,0.2568,0.1246,0.1026,0.044,0.0256,0.0585,0.0328,0.1321,0.0295,60729696459,NA,NA,NA,NA,NA,NA,NA,NA,66471.7,37,241,70,NA,NA,NA,NA,NA
Nebraska,2004,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,472153.2,826767,808780,1,0.6324,0.8515,0.3682,0.094,0.2739,0.1252,0.118,0.0475,0.032,0.0705,0.0384,0.1485,0.0305,1,54430.4,66622.5,285196.4,145598.1,424335.4,242494.6,1828552.5,919336.9,24800015.2,5459504.2,3308157,1150631.1,472153.2,0.6324000000000001,0.8515,0.3682,0.094,0.2739,0.1252,0.118,0.0475,0.032,0.0705,0.0384,0.1485,0.0305,64043461093,NA,NA,NA,NA,NA,NA,NA,NA,70445.4,37,241,70,NA,NA,NA,NA,NA
Nebraska,2005,1758163,3432,535.1,2580,317,287,192.6,2.5,33,59.2,60348,9408,45359,5581,5052,3387,44,581,1040,490898.3,830237,816053,1,0.6316,0.8471,0.3703,0.0943,0.2753,0.1219,0.1221,0.0489,0.0323,0.0728,0.0405,0.1529,0.0306,1,56255.7,68591.3,296828.1,151183.3,441345.6,244313.4,1957641.9,980345.5,25859678.1,5834293.7,3603514.1,1226144.7,490898.3,0.6316,0.8471000000000001,0.3703,0.0943,0.2753,0.1219,0.1221,0.0489,0.0323,0.0728,0.0405,0.1529,0.0306,66557542107,NA,NA,NA,NA,NA,NA,NA,NA,74886.7,37,241,70,NA,NA,NA,NA,NA
Nebraska,2006,1768331,3359.7,539.2,2528.4,292.1,293.9,194.1,2.9,32.6,64.2,59411,9535,44710,5166,5197,3433,51,577,1136,514918.8,860868,833432,1,0.5977,0.8239,0.4035,0.1063,0.2963,0.12,0.1432,0.0546,0.0412,0.0884,0.0472,0.1761,0.0329,1,51968.10000000001,65117.7,315728,166360.1,463684.5,234826.3,2240645,1069007.2,32226212.6,6918414.800000001,4104674,1378327.2,514918.8,0.5977,0.8239000000000001,0.4035,0.1063,0.2963,0.12,0.1432,0.0546,0.0412,0.0884,0.0472,0.1761,0.0329,67362745632,NA,NA,NA,NA,NA,NA,NA,NA,79287.5,37,241,70,NA,NA,NA,NA,NA
Nebraska,2007,1774571,3142.4,509.1,2337.7,295.6,311.3,213.5,4,31,62.8,55765,9035,41484,5246,5524,3788,71,550,1115,552807.1,856400,918101,1,0.601,0.8214,0.4006,0.1014,0.2985,0.1196,0.1458,0.0543,0.0439,0.0912,0.0472,0.1786,0.0326,1,56537.10000000001,70246.40000000001,339206,171685.7,505392.7,253130.8,2468289.5,1148841.7,37125511.4,7721435.9,4443427.5,1512005,552807.1,0.601,0.8214,0.4006,0.1014,0.2985,0.1196,0.1458,0.0543,0.0439,0.0912,0.0472,0.1786,0.0326,72506265476,NA,NA,NA,NA,NA,NA,NA,NA,84291.9,37,241,70,NA,NA,NA,NA,NA
Nebraska,2008,1783432,2879.3,489.6,2152.8,236.9,312.3,202,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,508976.8,861114,857622,1,0.6163,0.8425,0.3855,0.1044,0.2804,0.1226,0.1257,0.0494,0.0356,0.0759,0.04,0.1575,0.0316,1,55118.4,68500.3,310277.3,168015,451439.7,246796.8,2023386.4,994521.8,28693930.5,6108550.600000001,3579185.8,1267750.8,508976.8,0.6163000000000001,0.8425,0.3855,0.1044,0.2804,0.1226,0.1257,0.0494,0.0356,0.0759,0.04,0.1575,0.0316,69313449324,NA,NA,NA,NA,NA,NA,NA,NA,86146.6,37,241,70,NA,NA,NA,NA,NA
Nebraska,2009,1796619,2768,485.7,2087,195.3,289.4,184.8,2.3,34.3,67.9,49731,8726,37496,3509,5199,3321,41,617,1220,459504.6,861943,846101,1,0.6355,0.8682,0.3661,0.108,0.2576,0.1257,0.1013,0.0436,0.0254,0.0572,0.0314,0.1318,0.0303,1,53533.8,66488.1,277595.2,163798.7,390609.5,238257.9,1535968.5,827002.9,19293682.8,4336046.8,2644601.6,999240.8,459504.6,0.6355000000000001,0.8682000000000001,0.3661,0.108,0.2576,0.1257,0.1013,0.0436,0.0254,0.0572,0.0314,0.1318,0.0303,65348804952,NA,NA,NA,NA,NA,NA,NA,NA,87325.5,37,241,70,NA,NA,NA,NA,NA
Nebraska,2010,1830141,2667.9,454.5,2016,197.4,278.3,182.8,3,36.8,55.7,48827,8318,36896,3613,5093,3345,54,674,1020,487474.1,874494,854072,1,0.6147,0.8473,0.3857,0.1059,0.2795,0.1268,0.1219,0.0466,0.0386,0.0753,0.0367,0.1527,0.0308,1,54061.60000000001,67751.3,305303.8,167598.4,442422.3,250917.6,1929454.8,922253.9,30561430.9,5959487.5,3226818.7,1208491.8,487474.1,0.6147,0.8473,0.3857,0.1059,0.2795,0.1268,0.1219,0.0466,0.0386,0.0753,0.0367,0.1527,0.0308,69223824535,NA,NA,NA,NA,NA,NA,NA,NA,91940.7,37,241,70,NA,NA,NA,NA,NA
Nebraska,2011,1842234,2762.6,473.6,2066,223,253.6,158.1,3.7,37.9,53.9,50894,8725,38060,4109,4672,2912,68,699,993,505467.4,888153,868468,1,0.6459,0.8696,0.3543,0.1001,0.2539,0.1235,0.1003,0.0439,0.0246,0.0563,0.0319,0.1304,0.0301,1,60231.10000000001,73715.5,297340.6,167929,426184.1,259196.7,1683708.8,921932.2,20605986.2,4728096,2971105.4,1094366.5,505467.4,0.6459,0.8696,0.3543,0.1001,0.2539,0.1235,0.1003,0.0439,0.0246,0.0563,0.0319,0.1304,0.0301,74535545722,NA,NA,NA,NA,NA,NA,NA,NA,100526.5,37,241,70,NA,NA,NA,NA,NA
Nebraska,2012,1855525,2754.9,470.8,2060.7,223.5,259.4,157.4,2.9,38.3,60.9,51118,8735,38236,4147,4814,2920,53,711,1130,590938.1,912482,871940,1,0.5945,0.8271,0.4054,0.1008,0.3045,0.1317,0.1383,0.0543,0.0398,0.084,0.0445,0.1729,0.0346,1,56487,71447.6,346713.6,172324.2,520814.4,281534.8,2365473.2,1160395.7,34005754.2,7187043.4,4224275.2,1478144.6,590938.1,0.5945,0.8271000000000001,0.4054,0.1008,0.3045,0.1317,0.1383,0.0543,0.0398,0.084,0.0445,0.1729,0.0346,78030553909,NA,NA,NA,NA,NA,NA,NA,NA,102949.7,37,241,70,NA,NA,NA,NA,NA
Nebraska,2013,1868516,2623.4,476.3,1908.2,238.9,262.1,160.5,3.1,42.9,55.7,49018,8900,35655,4463,4897,2999,57,801,1040,540970.6,914519,880090,1,0.6323,0.8661,0.3679,0.1022,0.2654,0.1315,0.1015,0.0461,0.0234,0.0554,0.0321,0.1339,0.0324,1,58713.4,73118.7,307468.2,170888.9,443687.3,274829.8,1697014.3,963195.6,19556673.8,4631434,2979824.7,1118734,540970.6,0.6323000000000001,0.8661000000000001,0.3679,0.1022,0.2654,0.1315,0.1015,0.0461,0.0234,0.0554,0.0321,0.1339,0.0324,76430721941,NA,NA,NA,NA,1865279,4140,312880,1000,107247,37,241,70,NA,NA,NA,NA,NA
Nebraska,2014,1881503,2523.5,422.5,1864.1,236.8,280.4,176.2,2.9,45.8,55.4,47479,7950,35074,4455,5275,3316,54,862,1043,550917.9,952100,889100,1,0.6077,0.8405,0.3926,0.1021,0.2903,0.1307,0.1272,0.0487,0.039,0.0785,0.0394,0.1595,0.0324,1,57475.8,72265,334169,173865.4,494175.8,278122.3,2165267.5,1036742.9,33196783.2,6679437.5,3728410.2,1358089.4,550917.9,0.6077,0.8405,0.3926,0.1021,0.2903,0.1307,0.1272,0.0487,0.039,0.0785,0.0394,0.1595,0.0324,81045790715,NA,NA,NA,NA,1879321,4440,439080,1080,112763.3,37,241,70,NA,NA,NA,NA,NA
